Order Date,data_source,Country,CC VS APM,First Payment Method,Psp Operation Status,Psp Actionability,Fail Order Count,Order Count
2026-01-01,Pandora,Hong Kong,Alternative Payment Method,hsbc_payme,unknown,unknown,85,890
2026-01-01,Pandora,Hong Kong,Alternative Payment Method,no_payment,unknown,unknown,1,1
2026-01-01,Pandora,Hong Kong,Credit Card,adyen,3DS_DROPPED,Non-actionable,4,5
2026-01-01,Pandora,Hong Kong,Credit Card,adyen,AUTH_FAILED,Non-actionable,1,2
2026-01-01,Pandora,Hong Kong,Credit Card,adyen,FRAUD_RISK,Non-actionable,0,1
2026-01-01,Pandora,Hong Kong,Credit Card,adyen,INSUFFICIENT_FUNDS,Non-actionable,0,1
2026-01-01,Pandora,Hong Kong,Credit Card,generic_applepay,3DS_DROPPED,Non-actionable,13,13
2026-01-01,Pandora,Hong Kong,Credit Card,generic_applepay,AUTH_FAILED,Non-actionable,12,15
2026-01-01,Pandora,Hong Kong,Credit Card,generic_applepay,FRAUD_RISK,Non-actionable,17,35
2026-01-01,Pandora,Hong Kong,Credit Card,generic_applepay,FRAUD_RISK,unknown,5,6
2026-01-01,Pandora,Hong Kong,Credit Card,generic_applepay,GENERIC_REJECTION,Non-actionable,87,308
2026-01-01,Pandora,Hong Kong,Credit Card,generic_applepay,INSUFFICIENT_FUNDS,Non-actionable,509,1833
2026-01-01,Pandora,Hong Kong,Credit Card,generic_applepay,STATUS_MISMATCH,Actionable,69,69
2026-01-01,Pandora,Hong Kong,Credit Card,generic_applepay,unknown,unknown,97,300
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,3DS_DROPPED,Non-actionable,1765,2417
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,AUTH_FAILED,Non-actionable,614,1203
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,AUTH_FAILED,unknown,2,2
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,FRAUD_RISK,Non-actionable,125,350
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,FRAUD_RISK,unknown,12,12
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,GENERIC_REJECTION,Non-actionable,166,432
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,INSUFFICIENT_FUNDS,Non-actionable,850,2413
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,REDIRECT_REQUIRED,unknown,4,5
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,STATUS_MISMATCH,Actionable,232,232
2026-01-01,Pandora,Hong Kong,Credit Card,generic_creditcard,unknown,unknown,137,914
2026-01-01,Pandora,Hong Kong,Credit Card,generic_googlepay,3DS_DROPPED,Non-actionable,138,207
2026-01-01,Pandora,Hong Kong,Credit Card,generic_googlepay,AUTH_FAILED,Non-actionable,79,145
2026-01-01,Pandora,Hong Kong,Credit Card,generic_googlepay,FRAUD_RISK,Non-actionable,15,17
2026-01-01,Pandora,Hong Kong,Credit Card,generic_googlepay,FRAUD_RISK,unknown,0,1
2026-01-01,Pandora,Hong Kong,Credit Card,generic_googlepay,GENERIC_REJECTION,Non-actionable,4,22
2026-01-01,Pandora,Hong Kong,Credit Card,generic_googlepay,INSUFFICIENT_FUNDS,Non-actionable,50,105
2026-01-01,Pandora,Hong Kong,Credit Card,generic_googlepay,STATUS_MISMATCH,Actionable,10,10
2026-01-01,Pandora,Hong Kong,Credit Card,generic_googlepay,unknown,unknown,3,32
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_kh,GENERIC_REJECTION,unknown,134,350
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_kh,Redirection Failure,unknown,298,622
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_kh,unknown,unknown,14,12316
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_mkb,GENERIC_REJECTION,unknown,290,657
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_mkb,Redirection Failure,unknown,93,154
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_mkb,unknown,unknown,7,14153
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_otp,GENERIC_REJECTION,unknown,2474,5880
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_otp,Redirection Failure,unknown,2186,4236
2026-01-01,Pandora,Hungary,Alternative Payment Method,bigfish_szep_otp,unknown,unknown,152,171052
2026-01-01,Pandora,Hungary,Alternative Payment Method,no_payment,unknown,unknown,0,4
2026-01-01,Pandora,Hungary,Credit Card,adyen,3DS_DROPPED,Non-actionable,949,1098
2026-01-01,Pandora,Hungary,Credit Card,adyen,AUTH_FAILED,Non-actionable,899,1227
2026-01-01,Pandora,Hungary,Credit Card,adyen,AUTH_FAILED,unknown,0,2
2026-01-01,Pandora,Hungary,Credit Card,adyen,FRAUD_RISK,Non-actionable,43,58
2026-01-01,Pandora,Hungary,Credit Card,adyen,GENERIC_REJECTION,Non-actionable,131,186
2026-01-01,Pandora,Hungary,Credit Card,adyen,GENERIC_REJECTION,unknown,0,2
2026-01-01,Pandora,Hungary,Credit Card,adyen,INSUFFICIENT_FUNDS,Non-actionable,4452,5547
2026-01-01,Pandora,Hungary,Credit Card,adyen,INSUFFICIENT_FUNDS,unknown,3,4
2026-01-01,Pandora,Hungary,Credit Card,adyen,Redirection Failure,unknown,3,6
2026-01-01,Pandora,Hungary,Credit Card,adyen,STATUS_MISMATCH,Actionable,171,171
2026-01-01,Pandora,Hungary,Credit Card,adyen,unknown,unknown,165,1575
2026-01-01,Pandora,Hungary,Credit Card,applepay,AUTH_FAILED,Non-actionable,7,10
2026-01-01,Pandora,Hungary,Credit Card,applepay,FRAUD_RISK,Non-actionable,11,17
2026-01-01,Pandora,Hungary,Credit Card,applepay,GENERIC_REJECTION,Non-actionable,24,59
2026-01-01,Pandora,Hungary,Credit Card,applepay,INSUFFICIENT_FUNDS,Non-actionable,1689,2123
2026-01-01,Pandora,Hungary,Credit Card,applepay,INSUFFICIENT_FUNDS,unknown,5,5
2026-01-01,Pandora,Hungary,Credit Card,applepay,STATUS_MISMATCH,Actionable,99,99
2026-01-01,Pandora,Hungary,Credit Card,applepay,unknown,unknown,16,1566
2026-01-01,Pandora,Hungary,Credit Card,googlepay,3DS_DROPPED,Non-actionable,61,64
2026-01-01,Pandora,Hungary,Credit Card,googlepay,AUTH_FAILED,Non-actionable,58,72
2026-01-01,Pandora,Hungary,Credit Card,googlepay,FRAUD_RISK,Non-actionable,7,10
2026-01-01,Pandora,Hungary,Credit Card,googlepay,GENERIC_REJECTION,Non-actionable,22,35
2026-01-01,Pandora,Hungary,Credit Card,googlepay,GENERIC_REJECTION,unknown,2,2
2026-01-01,Pandora,Hungary,Credit Card,googlepay,INSUFFICIENT_FUNDS,Non-actionable,468,588
2026-01-01,Pandora,Hungary,Credit Card,googlepay,INSUFFICIENT_FUNDS,unknown,5,6
2026-01-01,Pandora,Hungary,Credit Card,googlepay,STATUS_MISMATCH,Actionable,29,29
2026-01-01,Pandora,Hungary,Credit Card,googlepay,unknown,unknown,15,420
2026-01-01,Pandora,Laos,Alternative Payment Method,no_payment,unknown,unknown,0,1
2026-01-01,Pandora,Laos,Credit Card,cybersource_creditcard,3DS_DROPPED,Non-actionable,149,209
2026-01-01,Pandora,Laos,Credit Card,cybersource_creditcard,AUTH_FAILED,unknown,7,10
2026-01-01,Pandora,Laos,Credit Card,cybersource_creditcard,GENERIC_REJECTION,Non-actionable,23,37
2026-01-01,Pandora,Laos,Credit Card,cybersource_creditcard,INSUFFICIENT_FUNDS,Non-actionable,66,100
2026-01-01,Pandora,Laos,Credit Card,cybersource_creditcard,Redirection Failure,unknown,39,57
2026-01-01,Pandora,Laos,Credit Card,cybersource_creditcard,STATUS_MISMATCH,Actionable,2,2
2026-01-01,Pandora,Laos,Credit Card,cybersource_creditcard,unknown,unknown,22,25
2026-01-01,Pandora,Malaysia,Alternative Payment Method,adyen_hpp_boost,FRAUD_RISK,unknown,1,1
2026-01-01,Pandora,Malaysia,Alternative Payment Method,adyen_hpp_boost,REDIRECT_REQUIRED,unknown,1363,2250
2026-01-01,Pandora,Malaysia,Alternative Payment Method,adyen_hpp_boost,Redirection Failure,unknown,89,122
2026-01-01,Pandora,Malaysia,Alternative Payment Method,adyen_hpp_boost,unknown,unknown,4,982
2026-01-01,Pandora,Malaysia,Alternative Payment Method,antfinancial_tng,INSUFFICIENT_FUNDS,unknown,6702,21996
2026-01-01,Pandora,Malaysia,Alternative Payment Method,antfinancial_tng,REDIRECT_REQUIRED,unknown,11464,16986
2026-01-01,Pandora,Malaysia,Alternative Payment Method,antfinancial_tng,Redirection Failure,unknown,1063,1610
2026-01-01,Pandora,Malaysia,Alternative Payment Method,antfinancial_tng,unknown,unknown,51,43106
2026-01-01,Pandora,Malaysia,Alternative Payment Method,gift_card,unknown,unknown,0,50
2026-01-01,Pandora,Malaysia,Alternative Payment Method,maybankcasa,GENERIC_REJECTION,unknown,10,34
2026-01-01,Pandora,Malaysia,Alternative Payment Method,maybankcasa,INSUFFICIENT_FUNDS,unknown,101,478
2026-01-01,Pandora,Malaysia,Alternative Payment Method,maybankcasa,REDIRECT_REQUIRED,unknown,1446,5016
2026-01-01,Pandora,Malaysia,Alternative Payment Method,maybankcasa,Redirection Failure,unknown,174,648
2026-01-01,Pandora,Malaysia,Alternative Payment Method,maybankcasa,unknown,unknown,3,220
2026-01-01,Pandora,Malaysia,Alternative Payment Method,no_payment,unknown,unknown,1,639
2026-01-01,Pandora,Malaysia,Alternative Payment Method,razer_online_banking,GENERIC_REJECTION,unknown,329,516
2026-01-01,Pandora,Malaysia,Alternative Payment Method,razer_online_banking,INSUFFICIENT_FUNDS,unknown,38,63
2026-01-01,Pandora,Malaysia,Alternative Payment Method,razer_online_banking,REDIRECT_REQUIRED,unknown,90294,2175105
2026-01-01,Pandora,Malaysia,Alternative Payment Method,razer_online_banking,Redirection Failure,unknown,4833,6735
2026-01-01,Pandora,Malaysia,Alternative Payment Method,razer_online_banking,unknown,unknown,118,212858
2026-01-01,Pandora,Malaysia,Alternative Payment Method,tng_wallet_tng_wallet,unknown,unknown,2661,514245
2026-01-01,Pandora,Malaysia,Credit Card,adyen,3DS_DROPPED,Non-actionable,119,192
2026-01-01,Pandora,Malaysia,Credit Card,adyen,AUTH_FAILED,Non-actionable,84,278
2026-01-01,Pandora,Malaysia,Credit Card,adyen,FRAUD_RISK,Non-actionable,13,22
2026-01-01,Pandora,Malaysia,Credit Card,adyen,GENERIC_REJECTION,Non-actionable,14,29
2026-01-01,Pandora,Malaysia,Credit Card,adyen,GENERIC_REJECTION,unknown,0,3
2026-01-01,Pandora,Malaysia,Credit Card,adyen,INSUFFICIENT_FUNDS,Non-actionable,370,1127
2026-01-01,Pandora,Malaysia,Credit Card,adyen,INSUFFICIENT_FUNDS,unknown,1,4
2026-01-01,Pandora,Malaysia,Credit Card,adyen,REDIRECT_REQUIRED,unknown,1,2
2026-01-01,Pandora,Malaysia,Credit Card,adyen,unknown,unknown,1,30
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_applepay,3DS_DROPPED,Non-actionable,12,12
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_applepay,FRAUD_RISK,Non-actionable,1,8
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_applepay,GENERIC_REJECTION,Non-actionable,83,170
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_applepay,INSUFFICIENT_FUNDS,Non-actionable,1176,2888
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_applepay,REDIRECT_REQUIRED,unknown,1,1
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_applepay,STATUS_MISMATCH,Actionable,5,5
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_applepay,unknown,Non-actionable,66,221
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_applepay,unknown,unknown,4,42
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,3DS_DROPPED,Non-actionable,5936,9488
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,AUTH_FAILED,Non-actionable,3,3
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,AUTH_FAILED,unknown,60,119
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,FRAUD_RISK,Non-actionable,15,35
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,FRAUD_RISK,unknown,10,44
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,GENERIC_REJECTION,Non-actionable,493,1060
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,GENERIC_REJECTION,unknown,13,52
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,INSUFFICIENT_FUNDS,Non-actionable,10319,22293
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,INSUFFICIENT_FUNDS,unknown,44,146
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,REDIRECT_REQUIRED,unknown,880,1208
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,Redirection Failure,unknown,86,124
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,STATUS_MISMATCH,Actionable,68,68
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,unknown,Non-actionable,18,39
2026-01-01,Pandora,Malaysia,Credit Card,cybersource_creditcard,unknown,unknown,228,1868
2026-01-01,Pandora,Myanmar,Alternative Payment Method,no_payment,unknown,unknown,0,69
2026-01-01,Pandora,Myanmar,Alternative Payment Method,wavepay,REDIRECT_REQUIRED,unknown,0,2
2026-01-01,Pandora,Myanmar,Alternative Payment Method,wavepay,Redirection Failure,unknown,3426,7599
2026-01-01,Pandora,Myanmar,Alternative Payment Method,wavepay,unknown,unknown,11,51220
2026-01-01,Pandora,Myanmar,Credit Card,generic_creditcard,3DS_DROPPED,Non-actionable,135,215
2026-01-01,Pandora,Myanmar,Credit Card,generic_creditcard,AUTH_FAILED,Non-actionable,84,153
2026-01-01,Pandora,Myanmar,Credit Card,generic_creditcard,FRAUD_RISK,Non-actionable,8,13
2026-01-01,Pandora,Myanmar,Credit Card,generic_creditcard,GENERIC_REJECTION,Non-actionable,402,1041
2026-01-01,Pandora,Myanmar,Credit Card,generic_creditcard,INSUFFICIENT_FUNDS,Non-actionable,245,798
2026-01-01,Pandora,Myanmar,Credit Card,generic_creditcard,STATUS_MISMATCH,Actionable,11,11
2026-01-01,Pandora,Myanmar,Credit Card,generic_creditcard,unknown,unknown,35,47
2026-01-01,Pandora,Norway,Alternative Payment Method,balance,unknown,unknown,0,179
2026-01-01,Pandora,Norway,Alternative Payment Method,klarna,GENERIC_REJECTION,unknown,1,1
2026-01-01,Pandora,Norway,Alternative Payment Method,klarna,REDIRECT_REQUIRED,unknown,0,4381
2026-01-01,Pandora,Norway,Alternative Payment Method,klarna,Redirection Failure,unknown,1637,2203
2026-01-01,Pandora,Norway,Alternative Payment Method,klarna,unknown,unknown,46,25280
2026-01-01,Pandora,Norway,Alternative Payment Method,no_payment,unknown,unknown,0,24
2026-01-01,Pandora,Norway,Alternative Payment Method,paypal,GENERIC_REJECTION,unknown,33,94
2026-01-01,Pandora,Norway,Alternative Payment Method,paypal,Redirection Failure,unknown,267,488
2026-01-01,Pandora,Norway,Alternative Payment Method,paypal,unknown,unknown,3,6938
2026-01-01,Pandora,Norway,Alternative Payment Method,trustly_online_banking,Redirection Failure,unknown,58,99
2026-01-01,Pandora,Norway,Alternative Payment Method,trustly_online_banking,unknown,unknown,6,320
2026-01-01,Pandora,Norway,Alternative Payment Method,vippsdirect,GENERIC_REJECTION,unknown,8301,11403
2026-01-01,Pandora,Norway,Alternative Payment Method,vippsdirect,Redirection Failure,unknown,2912,3939
2026-01-01,Pandora,Norway,Alternative Payment Method,vippsdirect,unknown,unknown,303,158986
2026-01-01,Pandora,Norway,Credit Card,adyen,3DS_DROPPED,Non-actionable,1054,1233
2026-01-01,Pandora,Norway,Credit Card,adyen,AUTH_FAILED,Non-actionable,546,811
2026-01-01,Pandora,Norway,Credit Card,adyen,AUTH_FAILED,unknown,1,1
2026-01-01,Pandora,Norway,Credit Card,adyen,FRAUD_RISK,Non-actionable,43,51
2026-01-01,Pandora,Norway,Credit Card,adyen,GENERIC_REJECTION,Non-actionable,23,56
2026-01-01,Pandora,Norway,Credit Card,adyen,GENERIC_REJECTION,unknown,0,1
2026-01-01,Pandora,Norway,Credit Card,adyen,INSUFFICIENT_FUNDS,Non-actionable,1661,2496
2026-01-01,Pandora,Norway,Credit Card,adyen,STATUS_MISMATCH,Actionable,31,31
2026-01-01,Pandora,Norway,Credit Card,adyen,unknown,unknown,67,325
2026-01-01,Pandora,Norway,Credit Card,applepay,FRAUD_RISK,Non-actionable,4,6
2026-01-01,Pandora,Norway,Credit Card,applepay,GENERIC_REJECTION,Non-actionable,8,18
2026-01-01,Pandora,Norway,Credit Card,applepay,INSUFFICIENT_FUNDS,Non-actionable,1007,1600
2026-01-01,Pandora,Norway,Credit Card,applepay,STATUS_MISMATCH,Actionable,31,31
2026-01-01,Pandora,Norway,Credit Card,applepay,unknown,unknown,6,313
2026-01-01,Pandora,Norway,Credit Card,googlepay,3DS_DROPPED,Non-actionable,75,83
2026-01-01,Pandora,Norway,Credit Card,googlepay,AUTH_FAILED,Non-actionable,18,34
2026-01-01,Pandora,Norway,Credit Card,googlepay,FRAUD_RISK,Non-actionable,2,2
2026-01-01,Pandora,Norway,Credit Card,googlepay,GENERIC_REJECTION,Non-actionable,4,5
2026-01-01,Pandora,Norway,Credit Card,googlepay,INSUFFICIENT_FUNDS,Non-actionable,96,136
2026-01-01,Pandora,Norway,Credit Card,googlepay,STATUS_MISMATCH,Actionable,3,3
2026-01-01,Pandora,Norway,Credit Card,googlepay,unknown,unknown,13,21
2026-01-01,Pandora,Pakistan,Alternative Payment Method,antfinancial_easypaisa,INSUFFICIENT_FUNDS,unknown,11878,31793
2026-01-01,Pandora,Pakistan,Alternative Payment Method,antfinancial_easypaisa,REDIRECT_REQUIRED,unknown,8,12
2026-01-01,Pandora,Pakistan,Alternative Payment Method,antfinancial_easypaisa,Redirection Failure,unknown,33010,60832
2026-01-01,Pandora,Pakistan,Alternative Payment Method,antfinancial_easypaisa,unknown,unknown,4179,204391
2026-01-01,Pandora,Pakistan,Alternative Payment Method,balance,unknown,unknown,108,138990
2026-01-01,Pandora,Pakistan,Alternative Payment Method,gift_card,unknown,unknown,16,5573
2026-01-01,Pandora,Pakistan,Alternative Payment Method,jazzcash_wallet,AUTH_FAILED,unknown,2156,4636
2026-01-01,Pandora,Pakistan,Alternative Payment Method,jazzcash_wallet,INSUFFICIENT_FUNDS,unknown,6676,16240
2026-01-01,Pandora,Pakistan,Alternative Payment Method,jazzcash_wallet,REDIRECT_REQUIRED,unknown,1,4353
2026-01-01,Pandora,Pakistan,Alternative Payment Method,jazzcash_wallet,Redirection Failure,unknown,2165,4485
2026-01-01,Pandora,Pakistan,Alternative Payment Method,jazzcash_wallet,unknown,unknown,263,92878
2026-01-01,Pandora,Pakistan,Alternative Payment Method,no_payment,unknown,unknown,0,2
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,3DS_DROPPED,Non-actionable,21084,30604
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,AUTH_FAILED,Non-actionable,9385,14943
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,AUTH_FAILED,unknown,18,32
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,FRAUD_RISK,Non-actionable,1543,2465
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,FRAUD_RISK,unknown,3,7
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,GENERIC_REJECTION,Non-actionable,11898,19967
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,GENERIC_REJECTION,unknown,7,11
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,INSUFFICIENT_FUNDS,Non-actionable,35769,59174
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,INSUFFICIENT_FUNDS,unknown,45,71
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,Redirection Failure,unknown,30,45
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,STATUS_MISMATCH,Actionable,542,542
2026-01-01,Pandora,Pakistan,Credit Card,generic_creditcard,unknown,unknown,1272,1854
2026-01-01,Pandora,Philippines,Alternative Payment Method,antfinancial_gcash,AUTH_FAILED,unknown,397,896
2026-01-01,Pandora,Philippines,Alternative Payment Method,antfinancial_gcash,FRAUD_RISK,unknown,354,2444
2026-01-01,Pandora,Philippines,Alternative Payment Method,antfinancial_gcash,INSUFFICIENT_FUNDS,unknown,37097,128048
2026-01-01,Pandora,Philippines,Alternative Payment Method,antfinancial_gcash,REDIRECT_REQUIRED,unknown,19,25
2026-01-01,Pandora,Philippines,Alternative Payment Method,antfinancial_gcash,Redirection Failure,unknown,40173,65186
2026-01-01,Pandora,Philippines,Alternative Payment Method,antfinancial_gcash,unknown,unknown,947,1426914
2026-01-01,Pandora,Philippines,Alternative Payment Method,balance,unknown,unknown,193,116572
2026-01-01,Pandora,Philippines,Alternative Payment Method,gift_card,unknown,unknown,0,46
2026-01-01,Pandora,Philippines,Alternative Payment Method,no_payment,unknown,unknown,0,1186
2026-01-01,Pandora,Philippines,Alternative Payment Method,online_payment_on_delivery,unknown,unknown,0,2
2026-01-01,Pandora,Philippines,Alternative Payment Method,paypal,GENERIC_REJECTION,unknown,6,10
2026-01-01,Pandora,Philippines,Alternative Payment Method,paypal,Redirection Failure,unknown,12,15
2026-01-01,Pandora,Philippines,Alternative Payment Method,paypal,unknown,unknown,0,1066
2026-01-01,Pandora,Philippines,Alternative Payment Method,xendit_directdebit,GENERIC_REJECTION,unknown,117,342
2026-01-01,Pandora,Philippines,Alternative Payment Method,xendit_directdebit,INSUFFICIENT_FUNDS,unknown,90,261
2026-01-01,Pandora,Philippines,Alternative Payment Method,xendit_directdebit,Redirection Failure,unknown,7517,16920
2026-01-01,Pandora,Philippines,Alternative Payment Method,xendit_directdebit,unknown,unknown,188,84108
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,3DS_DROPPED,Non-actionable,13274,17829
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,AUTH_FAILED,Non-actionable,4605,7403
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,AUTH_FAILED,unknown,10,21
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,FRAUD_RISK,Non-actionable,1802,3221
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,FRAUD_RISK,unknown,35,37
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,GENERIC_REJECTION,Non-actionable,4274,9054
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,GENERIC_REJECTION,unknown,1,1
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,INSUFFICIENT_FUNDS,Non-actionable,15522,29951
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,INSUFFICIENT_FUNDS,unknown,1,1
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,REDIRECT_REQUIRED,unknown,1,1
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,STATUS_MISMATCH,Actionable,7,7
2026-01-01,Pandora,Philippines,Credit Card,generic_creditcard,unknown,unknown,966,1226
2026-01-01,Pandora,Singapore,Alternative Payment Method,balance,unknown,unknown,1602,252292
2026-01-01,Pandora,Singapore,Alternative Payment Method,gift_card,unknown,unknown,1,8009
2026-01-01,Pandora,Singapore,Alternative Payment Method,no_payment,unknown,unknown,0,6820
2026-01-01,Pandora,Singapore,Alternative Payment Method,paypal,GENERIC_REJECTION,unknown,136,273
2026-01-01,Pandora,Singapore,Alternative Payment Method,paypal,Redirection Failure,unknown,371,689
2026-01-01,Pandora,Singapore,Alternative Payment Method,paypal,unknown,unknown,7,24202
2026-01-01,Pandora,Singapore,Alternative Payment Method,reddot_paylah,REDIRECT_REQUIRED,unknown,0,1
2026-01-01,Pandora,Singapore,Alternative Payment Method,reddot_paylah,Redirection Failure,unknown,697,1405
2026-01-01,Pandora,Singapore,Alternative Payment Method,reddot_paylah,unknown,unknown,77,78201
2026-01-01,Pandora,Singapore,Credit Card,adyen,3DS_DROPPED,Non-actionable,5,12
2026-01-01,Pandora,Singapore,Credit Card,adyen,AUTH_FAILED,Non-actionable,3,13
2026-01-01,Pandora,Singapore,Credit Card,adyen,INSUFFICIENT_FUNDS,Non-actionable,1,3
2026-01-01,Pandora,Singapore,Credit Card,adyen,unknown,unknown,0,1
2026-01-01,Pandora,Singapore,Credit Card,generic_applepay,3DS_DROPPED,Non-actionable,18,20
2026-01-01,Pandora,Singapore,Credit Card,generic_applepay,AUTH_FAILED,Non-actionable,10,10
2026-01-01,Pandora,Singapore,Credit Card,generic_applepay,FRAUD_RISK,Non-actionable,12,24
2026-01-01,Pandora,Singapore,Credit Card,generic_applepay,GENERIC_REJECTION,Non-actionable,111,220
2026-01-01,Pandora,Singapore,Credit Card,generic_applepay,INSUFFICIENT_FUNDS,Non-actionable,789,1398
2026-01-01,Pandora,Singapore,Credit Card,generic_applepay,STATUS_MISMATCH,Actionable,7,7
2026-01-01,Pandora,Singapore,Credit Card,generic_applepay,unknown,unknown,35,83
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,3DS_DROPPED,Non-actionable,2751,3644
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,AUTH_FAILED,Non-actionable,1182,1967
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,AUTH_FAILED,unknown,1,2
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,FRAUD_RISK,Non-actionable,227,432
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,GENERIC_REJECTION,Non-actionable,201,387
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,GENERIC_REJECTION,unknown,0,1
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,INSUFFICIENT_FUNDS,Non-actionable,2496,4278
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,INSUFFICIENT_FUNDS,unknown,4,5
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,Redirection Failure,unknown,2,3
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,STATUS_MISMATCH,Actionable,4,4
2026-01-01,Pandora,Singapore,Credit Card,generic_creditcard,unknown,unknown,436,658
2026-01-01,Pandora,Singapore,Credit Card,generic_googlepay,3DS_DROPPED,Non-actionable,251,303
2026-01-01,Pandora,Singapore,Credit Card,generic_googlepay,AUTH_FAILED,Non-actionable,111,150
2026-01-01,Pandora,Singapore,Credit Card,generic_googlepay,FRAUD_RISK,Non-actionable,8,12
2026-01-01,Pandora,Singapore,Credit Card,generic_googlepay,GENERIC_REJECTION,Non-actionable,17,58
2026-01-01,Pandora,Singapore,Credit Card,generic_googlepay,INSUFFICIENT_FUNDS,Non-actionable,153,262
2026-01-01,Pandora,Singapore,Credit Card,generic_googlepay,STATUS_MISMATCH,Actionable,1,1
2026-01-01,Pandora,Singapore,Credit Card,generic_googlepay,unknown,unknown,21,34
2026-01-01,Pandora,Sweden,Alternative Payment Method,adyen_hpp_swish,3DS_DROPPED,Non-actionable,0,1
2026-01-01,Pandora,Sweden,Alternative Payment Method,adyen_hpp_swish,AUTH_FAILED,Non-actionable,1,1
2026-01-01,Pandora,Sweden,Alternative Payment Method,adyen_hpp_swish,GENERIC_REJECTION,Non-actionable,11211,17182
2026-01-01,Pandora,Sweden,Alternative Payment Method,adyen_hpp_swish,Redirection Failure,unknown,4803,10100
